SerialNr,MaterialNr_x,CheckMode_x,TestSystem_x,Description_x,Date_x,Time_x,Error_x,ErrorCat_x,Duration_x,Duration.1_x,col_11,col_12,col_13,MaterialNr_y,CheckMode_y,TestSystem_y,Description_y,Date_y,Time_y,Error_y,ErrorCat_y,Duration_y,Duration.1_y,col_21,col_22,col_23,MaterialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_31
1487,MatNr2,PrMod4,TSys32,AB-2CD-7,06.12.2023,17:17:09,System_issue,System_error,00:01:34,00:01:34,0.5,87.0,29.0,MatNr2,PrMod2,TSys32,AB-2CD-3,06.12.2023,17:21:27,OK,OK,00:02:30,00:02:30,49.0,18.599999999999987,0.0,MatNr2,PrMod4,TSys54,AB-1CD-0,06.12.2023,17:27:03,System_issue,System_error,00:01:56,00:01:56,0.0
1488,MatNr1,PrMod2,TSys32,AB-1CD-2,06.12.2023,17:40:47,OK,OK,00:01:54,00:01:54,86.0,30.0,23.0,MatNr1,PrMod2,TSys27,AB-2CD-5,06.12.2023,17:46:00,OK,OK,00:01:42,00:01:42,51.0,16.099999999999994,1.0,MatNr1,PrMod2,TSys27,AB-2CD-8,06.12.2023,17:51:29,OK,OK,00:01:59,00:01:59,0.0
1489,MatNr3,PrMod1,TSys54,AB-3CD-9,06.12.2023,18:05:50,OK,OK,00:02:20,00:02:20,89.0,41.0,16.0,MatNr3,PrMod1,TSys27,AB-3CD-2,06.12.2023,18:11:30,OK,OK,00:02:08,00:02:08,41.0,18.799999999999983,1.0,MatNr3,PrMod3,TSys54,AB-2CD-2,06.12.2023,18:16:35,OK,OK,00:01:51,00:01:51,0.0
1490,MatNr2,PrMod3,TSys27,AB-2CD-8,06.12.2023,18:29:20,OK,OK,00:02:28,00:02:28,0.3,13.0,6.0,MatNr2,PrMod3,TSys32,AB-3CD-5,06.12.2023,18:34:22,OK,OK,00:01:59,00:01:59,41.0,7.299999999999999,2.0,MatNr2,PrMod1,TSys27,AB-1CD-1,06.12.2023,18:38:42,OK,OK,00:01:50,00:01:50,0.0
1491,MatNr3,PrMod4,TSys27,AB-3CD-9,06.12.2023,18:52:39,OK,OK,00:01:17,00:01:17,74.0,23.0,24.0,MatNr3,PrMod1,TSys54,AB-3CD-9,06.12.2023,18:58:06,OK,OK,00:01:44,00:01:44,41.0,15.0,0.0,MatNr3,PrMod3,TSys32,AB-2CD-5,06.12.2023,19:02:55,OK,OK,00:01:49,00:01:49,-0.0
1492,MatNr1,PrMod2,TSys54,AB-1CD-3,06.12.2023,19:15:41,OK,OK,00:01:58,00:01:58,72.0,10.4,5.0,MatNr1,PrMod1,TSys27,AB-3CD-5,06.12.2023,19:21:07,OK,OK,00:01:42,00:01:42,64.0,8.099999999999996,1.0,MatNr1,PrMod2,TSys54,AB-3CD-3,06.12.2023,19:25:21,OK,OK,00:02:08,00:02:08,0.0
1493,MatNr3,PrMod2,TSys54,AB-3CD-9,06.12.2023,19:40:34,OK,OK,00:02:15,00:02:15,1.5000000000000002,87.0,8.0,MatNr3,PrMod3,TSys32,AB-2CD-0,06.12.2023,19:46:25,OK,OK,00:01:30,00:01:30,66.0,7.899999999999997,1.0,MatNr3,PrMod4,TSys54,AB-3CD-2,06.12.2023,19:51:40,OK,OK,00:02:13,00:02:13,0.0
1494,MatNr1,PrMod1,TSys32,AB-1CD-4,06.12.2023,20:07:03,OK,OK,00:02:15,00:02:15,0.4,22.0,26.0,MatNr1,PrMod4,TSys54,AB-2CD-0,06.12.2023,20:11:31,OK,OK,00:02:02,00:02:02,47.0,-6.39,2.0,MatNr1,PrMod2,TSys27,AB-1CD-6,06.12.2023,20:17:48,OK,OK,00:02:42,00:02:42,0.0
1495,MatNr3,PrMod1,TSys32,AB-3CD-1,06.12.2023,20:32:26,OK,OK,00:02:20,00:02:20,1.4,98.0,18.0,MatNr3,PrMod4,TSys32,AB-1CD-5,06.12.2023,20:36:50,OK,OK,00:01:59,00:01:59,44.0,17.29999999999999,2.0,MatNr3,PrMod2,TSys32,AB-1CD-2,06.12.2023,20:41:38,OK,OK,00:01:48,00:01:48,0.0
1496,MatNr2,PrMod4,TSys32,AB-2CD-8,06.12.2023,20:53:42,OK,OK,00:02:32,00:02:32,96.0,0.0,12.0,MatNr2,PrMod2,TSys32,AB-3CD-0,06.12.2023,20:59:21,OK,OK,00:01:59,00:01:59,50.0,18.69999999999999,1.0,MatNr2,PrMod1,TSys54,AB-2CD-6,06.12.2023,21:03:31,OK,OK,00:02:22,00:02:22,0.0
1497,MatNr2,PrMod4,TSys32,AB-2CD-6,06.12.2023,21:15:41,OK,OK,00:01:53,00:01:53,91.0,75.0,10.0,MatNr2,PrMod2,TSys27,AB-2CD-2,06.12.2023,21:21:26,OK,OK,00:01:54,00:01:54,58.0,8.599999999999994,1.0,MatNr2,PrMod4,TSys54,AB-1CD-9,06.12.2023,21:26:03,OK,OK,00:01:44,00:01:44,0.0
1498,MatNr1,PrMod4,TSys32,AB-1CD-3,06.12.2023,21:40:18,OK,OK,00:02:02,00:02:02,1.2000000000000002,71.0,9.0,MatNr1,PrMod2,TSys54,AB-3CD-2,06.12.2023,21:44:58,OK,OK,00:02:12,00:02:12,57.0,7.899999999999997,0.0,MatNr1,PrMod3,TSys27,AB-2CD-1,06.12.2023,21:49:32,OK,OK,00:01:32,00:01:32,0.0
1499,MatNr2,PrMod2,TSys54,AB-2CD-7,06.12.2023,22:03:22,OK,OK,00:01:50,00:01:50,1.4,88.0,29.0,MatNr2,PrMod1,TSys27,AB-3CD-4,06.12.2023,22:07:03,OK,OK,00:02:38,00:02:38,44.0,17.59999999999999,2.0,MatNr2,PrMod2,TSys27,AB-1CD-8,06.12.2023,22:11:50,OK,OK,00:02:20,00:02:20,0.0
1500,MatNr1,PrMod3,TSys27,AB-1CD-8,06.12.2023,22:27:35,OK,OK,00:02:12,00:02:12,0.8,34.0,27.0,MatNr1,PrMod4,TSys27,AB-3CD-8,06.12.2023,22:31:08,OK,OK,00:01:52,00:01:52,45.0,19.399999999999984,1.0,MatNr1,PrMod1,TSys54,AB-1CD-8,06.12.2023,22:36:04,Angel_to_low,Tolerance_violence,00:01:28,00:01:28,0.0
1501,MatNr2,PrMod2,TSys27,AB-2CD-5,06.12.2023,22:50:04,OK,OK,00:02:14,00:02:14,96.0,66.0,18.0,MatNr2,PrMod4,TSys54,AB-1CD-1,06.12.2023,22:54:42,OK,OK,00:02:18,00:02:18,67.0,15.499999999999998,2.0,MatNr2,PrMod4,TSys27,AB-1CD-8,06.12.2023,22:59:14,OK,OK,00:01:44,00:01:44,0.0
1502,MatNr3,PrMod1,TSys54,AB-3CD-5,06.12.2023,23:11:43,OK,OK,00:01:54,00:01:54,0.1,6.0,15.0,MatNr3,PrMod3,TSys32,AB-2CD-0,06.12.2023,23:16:36,OK,OK,00:02:18,00:02:18,47.0,18.499999999999982,0.0,MatNr3,PrMod2,TSys27,AB-3CD-3,06.12.2023,23:22:08,angel_to_wide,Tolerance_violence,00:02:24,00:02:24,-0.0
1503,MatNr2,PrMod2,TSys32,AB-2CD-3,06.12.2023,23:34:42,OK,OK,00:01:44,00:01:44,80.0,64.0,29.0,MatNr2,PrMod1,TSys27,AB-1CD-5,06.12.2023,23:40:33,OK,OK,00:02:09,00:02:09,55.0,7.199999999999999,0.0,MatNr2,PrMod3,TSys54,AB-3CD-6,06.12.2023,23:45:14,OK,OK,00:01:45,00:01:45,0.0
1504,MatNr1,PrMod3,TSys54,AB-1CD-1,06.12.2023,23:57:39,OK,OK,00:01:46,00:01:46,1.3000000000000005,18.0,28.0,MatNr1,PrMod2,TSys32,AB-1CD-3,07.12.2023,00:03:43,OK,OK,00:02:22,00:02:22,42.0,8.599999999999994,1.0,MatNr1,PrMod3,TSys32,AB-3CD-0,07.12.2023,00:09:38,OK,OK,00:02:13,00:02:13,0.0
1505,MatNr1,PrMod1,TSys27,AB-1CD-2,07.12.2023,00:21:19,OK,OK,00:01:39,00:01:39,79.0,79.0,28.0,MatNr1,PrMod4,TSys27,AB-3CD-3,07.12.2023,00:25:33,OK,OK,00:02:10,00:02:10,49.0,8.499999999999995,1.0,MatNr1,PrMod3,TSys32,AB-2CD-2,07.12.2023,00:29:52,System_issue,System_error,00:02:17,00:02:17,0.0
1506,MatNr2,PrMod1,TSys32,AB-2CD-4,07.12.2023,00:42:00,OK,OK,00:02:25,00:02:25,1.1,51.0,6.0,MatNr2,PrMod3,TSys54,AB-3CD-1,07.12.2023,00:49:17,OK,OK,00:01:50,00:01:50,54.0,7.0,1.0,MatNr2,PrMod3,TSys32,AB-3CD-7,07.12.2023,00:54:38,Angel_to_low,Tolerance_violence,00:02:33,00:02:33,0.0
1507,MatNr2,PrMod3,TSys54,AB-2CD-8,07.12.2023,01:08:15,OK,OK,00:02:15,00:02:15,0.6,6.0,9.0,MatNr2,PrMod3,TSys32,AB-2CD-6,07.12.2023,01:12:45,OK,OK,00:02:04,00:02:04,57.0,16.699999999999996,1.0,MatNr2,PrMod4,TSys32,AB-2CD-2,07.12.2023,01:17:32,OK,OK,00:02:03,00:02:03,0.0
1508,MatNr1,PrMod3,TSys32,AB-1CD-3,07.12.2023,01:29:52,OK,OK,00:02:48,00:02:48,236.38,52.0,12.0,MatNr1,PrMod3,TSys27,AB-2CD-6,07.12.2023,01:36:10,OK,OK,00:02:17,00:02:17,45.0,15.2,0.0,MatNr1,PrMod3,TSys54,AB-1CD-7,07.12.2023,01:41:52,OK,OK,00:01:48,00:01:48,0.0
1509,MatNr1,PrMod4,TSys54,AB-1CD-0,07.12.2023,01:56:41,OK,OK,00:02:12,00:02:12,0.9,74.0,24.0,MatNr1,PrMod4,TSys27,AB-2CD-4,07.12.2023,02:02:15,OK,OK,00:02:12,00:02:12,65.0,7.799999999999997,0.0,MatNr1,PrMod3,TSys54,AB-1CD-0,07.12.2023,02:07:26,OK,OK,00:02:00,00:02:00,0.0
1510,MatNr2,PrMod2,TSys32,AB-2CD-0,07.12.2023,02:21:18,OK,OK,00:01:38,00:01:38,91.0,46.0,10.0,MatNr2,PrMod2,TSys54,AB-2CD-4,07.12.2023,02:26:37,OK,OK,00:01:44,00:01:44,52.0,18.599999999999987,1.0,MatNr2,PrMod3,TSys27,AB-2CD-1,07.12.2023,02:30:49,OK,OK,00:01:37,00:01:37,0.0
1511,MatNr1,PrMod4,TSys27,AB-1CD-3,07.12.2023,02:42:15,OK,OK,00:01:50,00:01:50,90.0,8.0,8.0,MatNr1,PrMod3,TSys54,AB-2CD-3,07.12.2023,02:47:33,OK,OK,00:02:26,00:02:26,46.0,8.799999999999994,1.0,MatNr1,PrMod4,TSys27,AB-2CD-0,07.12.2023,02:53:26,System_issue,System_error,00:02:07,00:02:07,0.0
1512,MatNr3,PrMod3,TSys54,AB-3CD-1,07.12.2023,03:06:33,OK,OK,00:02:21,00:02:21,0.8,59.0,12.0,MatNr3,PrMod3,TSys32,AB-3CD-6,07.12.2023,03:12:34,OK,OK,00:02:32,00:02:32,57.0,7.399999999999999,2.0,MatNr3,PrMod2,TSys54,AB-1CD-2,07.12.2023,03:18:48,System_issue,System_error,00:02:08,00:02:08,0.0
1513,MatNr3,PrMod1,TSys32,AB-3CD-0,07.12.2023,03:33:16,OK,OK,00:01:49,00:01:49,72.0,48.0,17.0,MatNr3,PrMod4,TSys54,AB-3CD-7,07.12.2023,03:38:34,OK,OK,00:02:24,00:02:24,65.0,8.699999999999994,1.0,MatNr3,PrMod3,TSys54,AB-3CD-0,07.12.2023,03:44:07,OK,OK,00:01:49,00:01:49,0.0
1514,MatNr2,PrMod4,TSys32,AB-2CD-5,07.12.2023,03:56:16,OK,OK,00:01:24,00:01:24,1.1,96.0,29.0,MatNr2,PrMod3,TSys54,AB-2CD-9,07.12.2023,04:00:17,OK,OK,00:02:10,00:02:10,64.0,7.1,1.0,MatNr2,PrMod1,TSys27,AB-2CD-6,07.12.2023,04:05:50,OK,OK,00:01:38,00:01:38,-0.0
1515,MatNr3,PrMod1,TSys54,AB-3CD-5,07.12.2023,04:19:39,OK,OK,00:01:55,00:01:55,76.0,42.0,26.0,MatNr3,PrMod2,TSys32,AB-2CD-5,07.12.2023,04:25:50,OK,OK,00:01:42,00:01:42,61.0,7.499999999999998,2.0,MatNr3,PrMod3,TSys27,AB-3CD-5,07.12.2023,04:31:42,OK,OK,00:02:17,00:02:17,0.0
1516,MatNr2,PrMod4,TSys54,AB-2CD-0,07.12.2023,04:46:20,OK,OK,00:03:10,00:03:10,0.3,26.0,17.0,MatNr2,PrMod2,TSys27,AB-3CD-5,07.12.2023,04:53:29,OK,OK,00:02:14,00:02:14,57.0,18.29999999999999,1.0,MatNr2,PrMod2,TSys32,AB-1CD-8,07.12.2023,04:59:34,OK,OK,00:01:51,00:01:51,0.0
1517,MatNr3,PrMod3,TSys27,AB-3CD-8,07.12.2023,05:12:14,OK,OK,00:01:42,00:01:42,0.3,87.0,12.0,MatNr3,PrMod3,TSys54,AB-3CD-7,07.12.2023,05:16:29,OK,OK,00:02:23,00:02:23,40.0,9.59999999999999,1.0,MatNr3,PrMod4,TSys32,AB-2CD-5,07.12.2023,05:20:35,Angel_to_low,Tolerance_violence,00:02:34,00:02:34,0.0
1518,MatNr1,PrMod4,TSys54,AB-1CD-2,07.12.2023,05:34:24,OK,OK,00:01:58,00:01:58,93.0,93.0,29.0,MatNr1,PrMod3,TSys54,AB-3CD-0,07.12.2023,05:39:25,OK,OK,00:02:24,00:02:24,65.0,16.599999999999994,2.0,MatNr1,PrMod4,TSys54,AB-2CD-0,07.12.2023,05:45:02,OK,OK,00:02:16,00:02:16,0.0
1519,MatNr3,PrMod3,TSys27,AB-3CD-9,07.12.2023,05:58:26,OK,OK,00:01:44,00:01:44,84.0,24.0,18.0,MatNr3,PrMod2,TSys54,AB-2CD-4,07.12.2023,06:02:23,OK,OK,00:02:19,00:02:19,47.0,17.79999999999999,0.0,MatNr3,PrMod4,TSys54,AB-2CD-0,07.12.2023,06:07:53,OK,OK,00:02:22,00:02:22,0.0
1520,MatNr1,PrMod3,TSys27,AB-1CD-6,07.12.2023,06:20:39,OK,OK,00:02:35,00:02:35,1.1,97.0,29.0,MatNr1,PrMod4,TSys32,AB-3CD-6,07.12.2023,06:25:57,OK,OK,00:01:57,00:01:57,49.0,15.899999999999997,0.0,MatNr1,PrMod2,TSys54,AB-3CD-2,07.12.2023,06:31:00,OK,OK,00:01:37,00:01:37,0.0
1521,MatNr1,PrMod4,TSys32,AB-1CD-7,07.12.2023,06:43:05,OK,OK,00:02:04,00:02:04,84.0,2.0,14.0,MatNr1,PrMod4,TSys54,AB-3CD-0,07.12.2023,06:47:58,OK,OK,00:02:12,00:02:12,43.0,15.0,0.0,MatNr1,PrMod1,TSys54,AB-3CD-0,07.12.2023,06:52:44,OK,OK,00:01:53,00:01:53,0.0
1522,MatNr1,PrMod2,TSys32,AB-1CD-0,07.12.2023,07:05:12,OK,OK,00:01:46,00:01:46,70.0,2.0,18.0,MatNr1,PrMod3,TSys27,AB-2CD-6,07.12.2023,07:10:11,OK,OK,00:01:55,00:01:55,62.0,18.499999999999982,0.0,MatNr1,PrMod2,TSys54,AB-1CD-6,07.12.2023,07:12:49,System_issue,System_error,00:02:04,00:02:04,0.0
1523,MatNr3,PrMod4,TSys27,AB-3CD-6,07.12.2023,07:25:24,OK,OK,00:02:01,00:02:01,79.0,71.0,17.0,MatNr3,PrMod1,TSys54,AB-2CD-1,07.12.2023,07:29:57,OK,OK,00:01:59,00:01:59,44.0,18.499999999999982,0.0,MatNr3,PrMod2,TSys27,AB-1CD-3,07.12.2023,07:36:25,OK,OK,00:02:00,00:02:00,0.0
1524,MatNr3,PrMod3,TSys32,AB-3CD-4,07.12.2023,07:50:51,OK,OK,00:02:07,00:02:07,83.0,-21.12,22.0,MatNr3,PrMod2,TSys32,AB-3CD-8,07.12.2023,07:57:00,OK,OK,00:01:35,00:01:35,49.0,8.299999999999995,2.0,MatNr3,PrMod1,TSys32,AB-3CD-1,07.12.2023,08:02:11,OK,OK,00:01:42,00:01:42,0.0
1525,MatNr2,PrMod4,TSys27,AB-2CD-9,07.12.2023,08:13:20,OK,OK,00:01:43,00:01:43,81.0,23.0,23.0,MatNr2,PrMod3,TSys27,AB-2CD-9,07.12.2023,08:18:50,OK,OK,00:01:52,00:01:52,56.0,8.299999999999995,0.0,MatNr2,PrMod3,TSys54,AB-3CD-2,07.12.2023,08:23:10,OK,OK,00:01:56,00:01:56,0.0
1526,MatNr1,PrMod4,TSys27,AB-1CD-1,07.12.2023,08:35:54,OK,OK,00:01:01,00:01:01,90.0,95.0,16.0,MatNr1,PrMod1,TSys27,AB-1CD-5,07.12.2023,08:39:49,OK,OK,00:02:06,00:02:06,66.0,8.399999999999995,0.0,MatNr1,PrMod4,TSys54,AB-2CD-2,07.12.2023,08:44:35,OK,OK,00:01:56,00:01:56,0.0
1527,MatNr3,PrMod2,TSys54,AB-3CD-3,07.12.2023,08:58:24,OK,OK,00:02:11,00:02:11,1.2000000000000002,98.0,17.0,MatNr3,PrMod1,TSys32,AB-2CD-1,07.12.2023,09:03:43,OK,OK,00:01:49,00:01:49,53.0,16.89999999999999,1.0,MatNr3,PrMod4,TSys54,AB-3CD-9,07.12.2023,09:09:41,OK,OK,00:02:15,00:02:15,0.0
1528,MatNr1,PrMod4,TSys32,AB-1CD-4,07.12.2023,09:23:25,OK,OK,00:01:24,00:01:24,1.3000000000000005,24.0,14.0,MatNr1,PrMod3,TSys32,AB-2CD-4,07.12.2023,09:27:38,OK,OK,00:01:49,00:01:49,62.0,7.399999999999999,0.0,MatNr1,PrMod2,TSys54,AB-2CD-9,07.12.2023,09:32:31,OK,OK,00:02:17,00:02:17,0.0
1529,MatNr3,PrMod2,TSys32,AB-3CD-1,07.12.2023,09:46:37,OK,OK,00:02:27,00:02:27,94.0,7.0,23.0,MatNr3,PrMod1,TSys54,AB-1CD-4,07.12.2023,09:52:53,OK,OK,00:02:10,00:02:10,64.0,9.199999999999992,0.0,MatNr3,PrMod1,TSys32,AB-2CD-9,07.12.2023,09:57:12,OK,OK,00:02:05,00:02:05,0.0
1530,MatNr3,PrMod4,TSys27,AB-3CD-0,07.12.2023,10:09:54,OK,OK,00:02:06,00:02:06,94.0,88.0,13.0,MatNr3,PrMod3,TSys32,AB-2CD-9,07.12.2023,10:15:54,OK,OK,00:01:51,00:01:51,60.0,7.199999999999999,2.0,MatNr3,PrMod4,TSys27,AB-3CD-0,07.12.2023,10:21:26,OK,OK,00:01:58,00:01:58,0.0
1531,MatNr3,PrMod3,TSys54,AB-3CD-6,07.12.2023,10:34:43,OK,OK,00:02:07,00:02:07,0.2,92.0,21.0,MatNr3,PrMod4,TSys27,AB-1CD-8,07.12.2023,10:39:28,OK,OK,00:02:13,00:02:13,65.0,8.499999999999995,1.0,MatNr3,PrMod2,TSys32,AB-3CD-7,07.12.2023,10:44:16,OK,OK,00:02:16,00:02:16,0.0
1532,MatNr3,PrMod4,TSys27,AB-3CD-9,07.12.2023,10:58:21,OK,OK,00:01:56,00:01:56,0.7000000000000001,87.0,8.0,MatNr3,PrMod1,TSys54,AB-2CD-7,07.12.2023,11:02:50,OK,OK,00:01:47,00:01:47,55.0,16.099999999999994,0.0,MatNr3,PrMod1,TSys54,AB-1CD-1,07.12.2023,11:07:26,OK,OK,00:02:13,00:02:13,0.0
1533,MatNr2,PrMod2,TSys27,AB-2CD-6,07.12.2023,11:17:56,OK,OK,00:02:04,00:02:04,95.0,55.0,9.0,MatNr2,PrMod2,TSys27,AB-2CD-7,07.12.2023,11:27:25,OK,OK,00:01:38,00:01:38,45.0,8.699999999999994,2.0,MatNr2,PrMod3,TSys32,AB-2CD-7,07.12.2023,11:32:04,System_issue,System_error,00:01:48,00:01:48,0.0
1533,MatNr2,PrMod2,TSys27,AB-2CD-6,07.12.2023,11:23:29,OK,OK,00:01:55,00:01:55,95.0,55.0,9.0,MatNr2,PrMod2,TSys27,AB-2CD-7,07.12.2023,11:27:25,OK,OK,00:01:38,00:01:38,45.0,8.699999999999994,2.0,MatNr2,PrMod3,TSys32,AB-2CD-7,07.12.2023,11:32:04,System_issue,System_error,00:01:48,00:01:48,0.0
1534,MatNr1,PrMod1,TSys32,AB-1CD-3,07.12.2023,11:43:50,OK,OK,00:01:30,00:01:30,0.7000000000000001,90.0,22.0,MatNr1,PrMod3,TSys27,AB-2CD-2,07.12.2023,11:47:39,OK,OK,00:01:51,00:01:51,64.0,15.2,2.0,MatNr1,PrMod3,TSys32,AB-1CD-1,07.12.2023,11:52:19,OK,OK,00:02:00,00:02:00,0.0
1535,MatNr1,PrMod4,TSys54,AB-1CD-9,07.12.2023,12:04:14,OK,OK,00:02:21,00:02:21,1.2000000000000002,34.0,27.0,MatNr1,PrMod1,TSys32,AB-3CD-9,07.12.2023,12:10:16,OK,OK,00:02:06,00:02:06,40.0,9.099999999999993,0.0,MatNr1,PrMod4,TSys27,AB-2CD-5,07.12.2023,12:15:11,OK,OK,00:02:22,00:02:22,0.0
1536,MatNr2,PrMod3,TSys32,AB-2CD-5,07.12.2023,12:31:27,OK,OK,00:02:09,00:02:09,81.0,53.0,29.0,MatNr2,PrMod2,TSys32,AB-2CD-9,07.12.2023,12:36:38,OK,OK,00:02:30,00:02:30,58.0,17.99999999999999,2.0,MatNr2,PrMod1,TSys32,AB-1CD-2,07.12.2023,12:41:52,OK,OK,00:02:41,00:02:41,0.0
1537,MatNr1,PrMod3,TSys27,AB-1CD-0,07.12.2023,12:55:30,OK,OK,00:01:51,00:01:51,92.0,24.0,23.0,MatNr1,PrMod1,TSys27,AB-2CD-8,07.12.2023,13:01:03,OK,OK,00:01:50,00:01:50,61.0,15.799999999999995,0.0,MatNr1,PrMod2,TSys27,AB-2CD-6,07.12.2023,13:05:11,OK,OK,00:01:49,00:01:49,0.0
1538,MatNr1,PrMod3,TSys32,AB-1CD-8,07.12.2023,13:18:35,OK,OK,00:01:34,00:01:34,0.3,21.0,13.0,MatNr1,PrMod2,TSys27,AB-3CD-1,07.12.2023,13:23:13,OK,OK,00:01:47,00:01:47,42.0,19.599999999999984,1.0,MatNr1,PrMod3,TSys27,AB-3CD-8,07.12.2023,13:27:25,Angel_to_low,Tolerance_violence,00:01:40,00:01:40,0.0
1539,MatNr1,PrMod3,TSys27,AB-1CD-1,07.12.2023,13:39:59,OK,OK,00:01:37,00:01:37,0.6,13.0,9.0,MatNr1,PrMod4,TSys27,AB-3CD-8,07.12.2023,13:45:19,OK,OK,00:02:24,00:02:24,44.0,7.9999999999999964,2.0,MatNr1,PrMod2,TSys54,AB-1CD-7,07.12.2023,13:51:32,OK,OK,00:02:12,00:02:12,0.0
1540,MatNr2,PrMod3,TSys27,AB-2CD-1,07.12.2023,14:03:48,OK,OK,00:02:13,00:02:13,1.1,42.0,20.0,MatNr2,PrMod2,TSys54,AB-1CD-2,07.12.2023,14:08:15,OK,OK,00:01:24,00:01:24,63.0,7.599999999999998,0.0,MatNr2,PrMod2,TSys54,AB-3CD-6,07.12.2023,14:13:03,OK,OK,00:01:54,00:01:54,0.0
1541,MatNr3,PrMod4,TSys27,AB-3CD-9,07.12.2023,14:23:51,OK,OK,00:01:51,00:01:51,1.0,91.0,12.0,MatNr3,PrMod4,TSys32,AB-2CD-0,07.12.2023,14:29:34,OK,OK,00:01:51,00:01:51,67.0,8.299999999999995,2.0,MatNr3,PrMod3,TSys32,AB-2CD-7,07.12.2023,14:34:39,OK,OK,00:01:52,00:01:52,0.0
1542,MatNr1,PrMod2,TSys27,AB-1CD-4,07.12.2023,14:48:15,OK,OK,00:02:15,00:02:15,86.0,39.0,14.0,MatNr1,PrMod3,TSys54,AB-1CD-2,07.12.2023,14:53:19,OK,OK,00:02:12,00:02:12,48.0,15.499999999999998,2.0,MatNr1,PrMod2,TSys27,AB-3CD-8,07.12.2023,14:58:19,OK,OK,00:01:40,00:01:40,0.0
1543,MatNr3,PrMod4,TSys32,AB-3CD-5,07.12.2023,15:12:32,OK,OK,00:02:16,00:02:16,93.0,70.0,15.0,MatNr3,PrMod4,TSys32,AB-2CD-0,07.12.2023,15:17:33,OK,OK,00:01:37,00:01:37,66.0,16.599999999999994,0.0,MatNr3,PrMod4,TSys27,AB-3CD-5,07.12.2023,15:22:59,OK,OK,00:02:01,00:02:01,0.0
1544,MatNr3,PrMod4,TSys54,AB-3CD-2,07.12.2023,15:35:45,OK,OK,00:01:57,00:01:57,92.0,90.0,26.0,MatNr3,PrMod4,TSys54,AB-1CD-6,07.12.2023,15:39:37,OK,OK,00:01:23,00:01:23,84.51,7.0,0.0,MatNr3,PrMod1,TSys54,AB-2CD-7,07.12.2023,15:44:13,System_issue,System_error,00:02:16,00:02:16,0.0
1545,MatNr3,PrMod1,TSys54,AB-3CD-1,07.12.2023,15:56:15,OK,OK,00:02:05,00:02:05,96.0,-75.56,24.0,MatNr3,PrMod2,TSys32,AB-2CD-2,07.12.2023,16:01:06,OK,OK,00:02:29,00:02:29,52.0,19.69999999999998,1.0,MatNr3,PrMod2,TSys54,AB-1CD-7,07.12.2023,16:07:51,OK,OK,00:02:02,00:02:02,0.0
1546,MatNr2,PrMod2,TSys32,AB-2CD-2,07.12.2023,16:22:05,OK,OK,00:02:13,00:02:13,0.8,97.0,8.0,MatNr2,PrMod4,TSys54,AB-3CD-1,07.12.2023,16:28:38,OK,OK,00:01:47,00:01:47,66.0,17.199999999999992,1.0,MatNr2,PrMod1,TSys32,AB-2CD-7,07.12.2023,16:33:24,Angel_to_low,Tolerance_violence,00:01:48,00:01:48,0.0
1547,MatNr1,PrMod1,TSys54,AB-1CD-6,07.12.2023,16:46:33,OK,OK,00:01:53,00:01:53,99.0,26.0,5.0,MatNr1,PrMod1,TSys32,AB-2CD-5,07.12.2023,16:56:18,OK,OK,00:02:12,00:02:12,41.0,7.699999999999997,2.0,MatNr1,PrMod1,TSys54,AB-3CD-5,07.12.2023,17:01:58,System_issue,System_error,00:01:45,00:01:45,0.0
1547,MatNr1,PrMod1,TSys54,AB-1CD-6,07.12.2023,16:52:49,OK,OK,00:00:53,00:00:53,99.0,26.0,5.0,MatNr1,PrMod1,TSys32,AB-2CD-5,07.12.2023,16:56:18,OK,OK,00:02:12,00:02:12,41.0,7.699999999999997,2.0,MatNr1,PrMod1,TSys54,AB-3CD-5,07.12.2023,17:01:58,System_issue,System_error,00:01:45,00:01:45,0.0
1548,MatNr1,PrMod3,TSys54,AB-1CD-2,07.12.2023,17:15:46,OK,OK,00:01:39,00:01:39,1.5000000000000002,38.0,14.0,MatNr1,PrMod1,TSys27,AB-1CD-1,07.12.2023,17:21:03,OK,OK,00:02:27,00:02:27,51.0,18.399999999999988,0.0,MatNr1,PrMod3,TSys27,AB-1CD-0,07.12.2023,17:32:29,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
1548,MatNr1,PrMod3,TSys54,AB-1CD-2,07.12.2023,17:15:46,OK,OK,00:01:39,00:01:39,1.5000000000000002,38.0,14.0,MatNr1,PrMod1,TSys27,AB-1CD-1,07.12.2023,17:28:10,angel_to_wide,Tolerance_violence,00:01:23,00:01:23,51.0,18.399999999999988,0.0,MatNr1,PrMod3,TSys27,AB-1CD-0,07.12.2023,17:32:29,angel_to_wide,Tolerance_violence,00:01:59,00:01:59,0.0
1549,MatNr1,PrMod1,TSys54,AB-1CD-4,07.12.2023,17:46:58,OK,OK,00:02:22,00:02:22,1.5000000000000002,86.0,20.0,MatNr1,PrMod1,TSys32,AB-2CD-0,07.12.2023,17:51:42,OK,OK,00:01:35,00:01:35,62.0,9.499999999999991,1.0,MatNr1,PrMod4,TSys54,AB-1CD-1,07.12.2023,17:56:39,OK,OK,00:02:22,00:02:22,0.0
