MaterialNr,SerialNr,CheckMode,TestSystem,Description,Date,Time,Error,ErrorCat,Duration,Duration.1,col_21,col_22,col_23
MatNr3,1529,PrMod1,TSys54,AB-1CD-4,07.12.2023,09:52:53,OK,OK,00:02:10,00:02:10,64.0,9.199999999999992,0.0
MatNr3,1530,PrMod3,TSys32,AB-2CD-9,07.12.2023,10:15:54,OK,OK,00:01:51,00:01:51,60.0,7.199999999999999,2.0
MatNr3,1531,PrMod4,TSys27,AB-1CD-8,07.12.2023,10:39:28,OK,OK,00:02:13,00:02:13,65.0,8.499999999999995,1.0
MatNr3,1532,PrMod1,TSys54,AB-2CD-7,07.12.2023,11:02:50,OK,OK,00:01:47,00:01:47,55.0,16.099999999999994,0.0
MatNr2,1533,PrMod2,TSys27,AB-2CD-7,07.12.2023,11:27:25,OK,OK,00:01:38,00:01:38,45.0,8.699999999999994,2.0
MatNr1,1534,PrMod3,TSys27,AB-2CD-2,07.12.2023,11:47:39,OK,OK,00:01:51,00:01:51,64.0,15.2,2.0
MatNr1,1535,PrMod1,TSys32,AB-3CD-9,07.12.2023,12:10:16,OK,OK,00:02:06,00:02:06,40.0,9.099999999999993,0.0
MatNr2,1536,PrMod2,TSys32,AB-2CD-9,07.12.2023,12:36:38,OK,OK,00:02:30,00:02:30,58.0,17.99999999999999,2.0
MatNr1,1537,PrMod1,TSys27,AB-2CD-8,07.12.2023,13:01:03,OK,OK,00:01:50,00:01:50,61.0,15.799999999999995,0.0
MatNr1,1538,PrMod2,TSys27,AB-3CD-1,07.12.2023,13:23:13,OK,OK,00:01:47,00:01:47,42.0,19.599999999999984,1.0
MatNr1,1539,PrMod4,TSys27,AB-3CD-8,07.12.2023,13:45:19,OK,OK,00:02:24,00:02:24,44.0,7.9999999999999964,2.0
MatNr2,1540,PrMod2,TSys54,AB-1CD-2,07.12.2023,14:08:15,OK,OK,00:01:24,00:01:24,63.0,7.599999999999998,0.0
MatNr3,1541,PrMod4,TSys32,AB-2CD-0,07.12.2023,14:29:34,OK,OK,00:01:51,00:01:51,67.0,8.299999999999995,2.0
MatNr1,1542,PrMod3,TSys54,AB-1CD-2,07.12.2023,14:53:19,OK,OK,00:02:12,00:02:12,48.0,15.499999999999998,2.0
MatNr3,1543,PrMod4,TSys32,AB-2CD-0,07.12.2023,15:17:33,OK,OK,00:01:37,00:01:37,66.0,16.599999999999994,0.0
MatNr3,1544,PrMod4,TSys54,AB-1CD-6,07.12.2023,15:39:37,OK,OK,00:01:23,00:01:23,84.51,7.0,0.0
MatNr3,1545,PrMod2,TSys32,AB-2CD-2,07.12.2023,16:01:06,OK,OK,00:02:29,00:02:29,52.0,19.69999999999998,1.0
MatNr2,1546,PrMod4,TSys54,AB-3CD-1,07.12.2023,16:28:38,OK,OK,00:01:47,00:01:47,66.0,17.199999999999992,1.0
MatNr1,1547,PrMod1,TSys32,AB-2CD-5,07.12.2023,16:56:18,OK,OK,00:02:12,00:02:12,41.0,7.699999999999997,2.0
MatNr1,1548,PrMod1,TSys27,AB-1CD-1,07.12.2023,17:21:03,OK,OK,00:02:27,00:02:27,51.0,18.399999999999988,0.0
MatNr1,1548,PrMod1,TSys27,AB-1CD-1,07.12.2023,17:28:10,angel_to_wide,Tolerance_violence,00:01:23,00:01:23,51.0,18.399999999999988,0.0
MatNr1,1549,PrMod1,TSys32,AB-2CD-0,07.12.2023,17:51:42,OK,OK,00:01:35,00:01:35,62.0,9.499999999999991,1.0
MatNr2,1550,PrMod4,TSys54,AB-3CD-0,07.12.2023,18:14:07,OK,OK,00:02:06,00:02:06,47.0,15.3,0.0
MatNr2,1551,PrMod3,TSys27,AB-3CD-9,07.12.2023,18:39:18,OK,OK,00:01:49,00:01:49,45.0,19.02,1.0
MatNr3,1552,PrMod1,TSys32,AB-1CD-7,07.12.2023,19:01:34,OK,OK,00:01:29,00:01:29,46.0,9.79999999999999,1.0
MatNr3,1553,PrMod3,TSys32,AB-2CD-9,07.12.2023,19:24:23,OK,OK,00:01:53,00:01:53,65.0,9.79999999999999,1.0
MatNr3,1554,PrMod2,TSys54,AB-3CD-2,07.12.2023,19:45:50,OK,OK,00:02:24,00:02:24,62.0,18.499999999999982,2.0
MatNr2,1555,PrMod4,TSys32,AB-1CD-8,07.12.2023,20:09:05,OK,OK,00:02:10,00:02:10,42.0,7.599999999999998,2.0
MatNr3,1556,PrMod1,TSys27,AB-2CD-7,07.12.2023,20:30:24,OK,OK,00:01:55,00:01:55,40.0,15.0,2.0
MatNr1,1557,PrMod1,TSys54,AB-3CD-1,07.12.2023,20:48:50,OK,OK,00:01:26,00:01:26,50.0,16.099999999999994,2.0
MatNr2,1558,PrMod1,TSys54,AB-2CD-5,07.12.2023,21:10:44,OK,OK,00:02:15,00:02:15,41.0,8.199999999999996,1.0
MatNr2,1559,PrMod1,TSys32,AB-1CD-4,07.12.2023,21:35:09,OK,OK,00:01:48,00:01:48,-7.78,9.199999999999992,2.0
MatNr1,1560,PrMod4,TSys27,AB-1CD-2,07.12.2023,21:59:34,OK,OK,00:01:26,00:01:26,47.0,16.499999999999993,1.0
MatNr2,1561,PrMod4,TSys32,AB-1CD-4,07.12.2023,22:25:49,OK,OK,00:02:05,00:02:05,55.0,7.499999999999998,2.0
MatNr3,1562,PrMod1,TSys54,AB-2CD-6,07.12.2023,22:44:52,OK,OK,00:02:15,00:02:15,59.0,7.0,2.0
MatNr3,1563,PrMod4,TSys27,AB-2CD-7,07.12.2023,23:07:10,OK,OK,00:01:59,00:01:59,46.0,9.199999999999992,1.0
MatNr1,1564,PrMod3,TSys32,AB-2CD-3,07.12.2023,23:32:41,OK,OK,00:02:23,00:02:23,44.0,18.69999999999999,2.0
MatNr2,1565,PrMod4,TSys27,AB-3CD-3,07.12.2023,23:53:57,OK,OK,00:02:13,00:02:13,40.0,18.19999999999999,1.0
MatNr2,1566,PrMod3,TSys54,AB-2CD-3,08.12.2023,00:17:35,OK,OK,00:02:20,00:02:20,50.0,15.2,0.0
MatNr2,1567,PrMod2,TSys32,AB-2CD-1,08.12.2023,00:40:55,OK,OK,00:01:38,00:01:38,60.0,17.199999999999992,1.0
MatNr1,1568,PrMod1,TSys32,AB-2CD-1,08.12.2023,01:03:26,OK,OK,00:01:28,00:01:28,62.0,8.899999999999993,2.0
MatNr1,1569,PrMod4,TSys32,AB-1CD-8,08.12.2023,01:27:48,OK,OK,00:01:43,00:01:43,52.0,7.599999999999998,0.0
MatNr2,1570,PrMod4,TSys32,AB-3CD-3,08.12.2023,01:50:09,OK,OK,00:02:27,00:02:27,61.0,16.89999999999999,2.0
MatNr2,1571,PrMod4,TSys54,AB-3CD-3,08.12.2023,02:14:19,OK,OK,00:01:58,00:01:58,55.0,7.299999999999999,0.0
MatNr3,1572,PrMod1,TSys54,AB-1CD-0,08.12.2023,02:36:16,OK,OK,00:01:36,00:01:36,48.0,17.199999999999992,1.0
MatNr2,1573,PrMod2,TSys54,AB-2CD-0,08.12.2023,03:00:55,OK,OK,00:01:39,00:01:39,130.37,15.2,2.0
MatNr3,1574,PrMod1,TSys54,AB-3CD-4,08.12.2023,03:25:03,OK,OK,00:01:38,00:01:38,62.0,19.899999999999984,2.0
MatNr3,1575,PrMod1,TSys27,AB-1CD-4,08.12.2023,03:49:00,OK,OK,00:01:51,00:01:51,56.0,7.199999999999999,1.0
MatNr1,1576,PrMod4,TSys54,AB-2CD-6,08.12.2023,04:10:51,OK,OK,00:02:12,00:02:12,53.0,17.39999999999999,0.0
MatNr3,1577,PrMod1,TSys27,AB-3CD-6,08.12.2023,04:36:09,OK,OK,00:02:07,00:02:07,-144.06,15.499999999999998,1.0
MatNr1,1578,PrMod4,TSys27,AB-3CD-4,08.12.2023,05:03:09,OK,OK,00:01:08,00:01:08,57.0,8.299999999999995,2.0
MatNr3,1579,PrMod2,TSys32,AB-1CD-3,08.12.2023,05:24:41,OK,OK,00:01:55,00:01:55,65.0,7.299999999999999,1.0
MatNr1,1580,PrMod3,TSys27,AB-1CD-6,08.12.2023,05:47:04,OK,OK,00:02:18,00:02:18,43.0,18.999999999999982,2.0
MatNr1,1581,PrMod4,TSys54,AB-3CD-3,08.12.2023,06:10:43,OK,OK,00:02:02,00:02:02,59.0,9.69999999999999,2.0
MatNr1,1582,PrMod4,TSys27,AB-1CD-0,08.12.2023,06:34:35,OK,OK,00:02:16,00:02:16,62.0,-3.98,1.0
MatNr3,1583,PrMod3,TSys54,AB-1CD-3,08.12.2023,06:59:50,OK,OK,00:02:13,00:02:13,69.0,15.999999999999996,2.0
MatNr1,1584,PrMod3,TSys32,AB-1CD-8,08.12.2023,07:22:28,OK,OK,00:01:48,00:01:48,50.0,19.69999999999998,2.0
MatNr3,1585,PrMod3,TSys27,AB-2CD-6,08.12.2023,07:48:33,OK,OK,00:02:30,00:02:30,52.0,15.799999999999995,2.0
MatNr2,1586,PrMod1,TSys54,AB-3CD-9,08.12.2023,08:11:47,OK,OK,00:02:21,00:02:21,59.0,8.499999999999995,0.0
MatNr1,1587,PrMod1,TSys54,AB-3CD-2,08.12.2023,08:36:18,OK,OK,00:02:28,00:02:28,42.0,18.099999999999987,1.0
MatNr1,1588,PrMod2,TSys54,AB-3CD-2,08.12.2023,09:05:40,OK,OK,00:01:42,00:01:42,46.0,8.499999999999995,2.0
MatNr1,1589,PrMod2,TSys32,AB-1CD-1,08.12.2023,09:30:20,OK,OK,00:01:57,00:01:57,47.0,8.899999999999993,1.0
MatNr1,1590,PrMod3,TSys27,AB-3CD-2,08.12.2023,09:55:05,OK,OK,00:01:52,00:01:52,68.0,7.0,2.11
MatNr2,1591,PrMod2,TSys54,AB-3CD-0,08.12.2023,10:17:29,OK,OK,00:02:04,00:02:04,40.0,9.69999999999999,1.0
MatNr2,1592,PrMod4,TSys54,AB-1CD-3,08.12.2023,10:38:56,OK,OK,00:02:29,00:02:29,56.0,7.0,0.0
MatNr3,1593,PrMod1,TSys32,AB-1CD-8,08.12.2023,11:00:58,OK,OK,00:02:44,00:02:44,51.0,8.099999999999996,1.0
MatNr1,1594,PrMod2,TSys27,AB-2CD-7,08.12.2023,11:24:51,OK,OK,00:01:21,00:01:21,46.0,7.899999999999997,1.0
MatNr3,1595,PrMod3,TSys27,AB-1CD-2,08.12.2023,11:45:46,OK,OK,00:01:44,00:01:44,64.0,8.099999999999996,0.0
MatNr3,1595,PrMod3,TSys27,AB-1CD-2,08.12.2023,11:50:36,OK,OK,00:01:59,00:01:59,64.0,8.099999999999996,0.0
MatNr2,1596,PrMod4,TSys54,AB-2CD-1,08.12.2023,12:17:39,OK,OK,00:01:16,00:01:16,43.0,16.89999999999999,1.0
MatNr2,1597,PrMod2,TSys27,AB-1CD-9,08.12.2023,12:36:38,OK,OK,00:02:04,00:02:04,51.0,16.699999999999996,0.0
MatNr2,1598,PrMod3,TSys27,AB-2CD-1,08.12.2023,13:00:29,OK,OK,00:02:20,00:02:20,56.0,8.199999999999996,1.0
MatNr1,1599,PrMod4,TSys54,AB-1CD-1,08.12.2023,13:29:16,OK,OK,00:01:58,00:01:58,40.0,18.799999999999983,1.0
MatNr3,1600,PrMod2,TSys27,AB-3CD-0,08.12.2023,13:50:46,OK,OK,00:01:25,00:01:25,52.0,15.999999999999996,1.0
MatNr3,1601,PrMod4,TSys27,AB-1CD-3,08.12.2023,14:12:59,OK,OK,00:02:02,00:02:02,61.0,15.699999999999998,2.0
MatNr3,1602,PrMod1,TSys27,AB-3CD-8,08.12.2023,14:35:33,OK,OK,00:02:13,00:02:13,51.0,9.099999999999993,1.0
MatNr2,1603,PrMod3,TSys54,AB-1CD-7,08.12.2023,14:58:30,OK,OK,00:02:25,00:02:25,67.0,7.9999999999999964,1.0
MatNr1,1604,PrMod2,TSys54,AB-3CD-6,08.12.2023,15:20:44,OK,OK,00:02:29,00:02:29,47.0,7.599999999999998,1.0
MatNr3,1605,PrMod2,TSys54,AB-2CD-2,08.12.2023,15:42:15,OK,OK,00:02:04,00:02:04,55.0,9.79999999999999,2.0
MatNr3,1606,PrMod1,TSys54,AB-1CD-3,08.12.2023,16:05:56,OK,OK,00:02:21,00:02:21,41.0,18.999999999999982,0.0
MatNr3,1607,PrMod4,TSys32,AB-2CD-1,08.12.2023,16:28:20,OK,OK,00:01:31,00:01:31,46.0,15.4,1.0
MatNr3,1608,PrMod2,TSys54,AB-1CD-7,08.12.2023,16:48:34,System_issue,System_error,00:01:56,00:01:56,57.0,7.599999999999998,0.0
MatNr1,1609,PrMod3,TSys54,AB-2CD-7,08.12.2023,17:13:17,OK,OK,00:02:09,00:02:09,43.0,16.199999999999996,1.0
MatNr2,1610,PrMod2,TSys54,AB-3CD-8,08.12.2023,17:36:50,OK,OK,00:01:44,00:01:44,64.0,18.999999999999982,2.0
MatNr2,1611,PrMod4,TSys54,AB-2CD-0,08.12.2023,17:59:42,OK,OK,00:02:39,00:02:39,40.0,8.899999999999993,2.0
MatNr2,1612,PrMod2,TSys27,AB-1CD-4,08.12.2023,18:26:56,OK,OK,00:01:58,00:01:58,40.0,16.599999999999994,1.0
MatNr2,1613,PrMod3,TSys32,AB-2CD-2,08.12.2023,18:50:15,OK,OK,00:01:39,00:01:39,54.0,9.299999999999992,0.0
MatNr3,1614,PrMod3,TSys32,AB-3CD-6,08.12.2023,19:12:09,OK,OK,00:02:26,00:02:26,58.0,15.999999999999996,1.0
MatNr2,1615,PrMod1,TSys32,AB-2CD-3,08.12.2023,19:32:23,OK,OK,00:01:49,00:01:49,41.0,16.699999999999996,2.0
MatNr1,1616,PrMod2,TSys54,AB-2CD-5,08.12.2023,19:53:59,OK,OK,00:01:35,00:01:35,57.0,17.79999999999999,2.0
MatNr3,1617,PrMod4,TSys32,AB-1CD-1,08.12.2023,20:16:44,OK,OK,00:01:47,00:01:47,58.0,7.599999999999998,2.0
MatNr2,1618,PrMod3,TSys32,AB-1CD-9,08.12.2023,20:40:14,OK,OK,00:02:01,00:02:01,64.0,8.799999999999994,1.0
MatNr3,1619,PrMod2,TSys54,AB-1CD-9,08.12.2023,21:03:41,angel_to_wide,Tolerance_violence,00:01:57,00:01:57,40.0,17.499999999999993,0.0
MatNr1,1620,PrMod3,TSys27,AB-2CD-7,08.12.2023,21:27:19,OK,OK,00:01:27,00:01:27,42.0,8.699999999999994,2.0
MatNr2,1621,PrMod3,TSys32,AB-2CD-9,08.12.2023,21:51:57,OK,OK,00:02:15,00:02:15,54.0,7.1,1.0
MatNr2,1622,PrMod2,TSys54,AB-2CD-6,08.12.2023,22:16:05,OK,OK,00:01:55,00:01:55,54.0,19.299999999999983,1.0
MatNr1,1623,PrMod2,TSys32,AB-1CD-0,08.12.2023,22:40:55,OK,OK,00:02:42,00:02:42,58.0,8.799999999999994,0.0
MatNr2,1624,PrMod1,TSys54,AB-2CD-5,08.12.2023,23:07:52,OK,OK,00:02:00,00:02:00,66.0,15.799999999999995,2.0
MatNr3,1625,PrMod3,TSys27,AB-2CD-0,08.12.2023,23:28:24,OK,OK,00:01:50,00:01:50,42.0,8.599999999999994,0.0
MatNr3,1626,PrMod2,TSys32,AB-3CD-0,08.12.2023,23:51:00,OK,OK,00:01:49,00:01:49,68.0,7.299999999999999,1.0
MatNr1,1627,PrMod2,TSys27,AB-1CD-1,09.12.2023,00:14:22,OK,OK,00:01:30,00:01:30,41.0,8.199999999999996,0.0
MatNr2,1628,PrMod1,TSys54,AB-1CD-5,09.12.2023,00:37:34,OK,OK,00:01:39,00:01:39,48.0,17.099999999999994,2.0
MatNr1,1629,PrMod2,TSys32,AB-1CD-0,09.12.2023,01:01:07,OK,OK,00:02:00,00:02:00,58.0,17.099999999999994,1.0
MatNr3,1630,PrMod2,TSys32,AB-2CD-1,09.12.2023,01:25:25,OK,OK,00:02:12,00:02:12,41.0,17.499999999999993,1.0
MatNr3,1630,PrMod2,TSys32,AB-2CD-1,09.12.2023,01:29:56,OK,OK,00:01:33,00:01:33,41.0,17.499999999999993,1.0
MatNr3,1631,PrMod4,TSys32,AB-1CD-5,09.12.2023,01:54:15,OK,OK,00:02:04,00:02:04,53.0,7.699999999999997,1.0
MatNr3,1632,PrMod3,TSys27,AB-1CD-8,09.12.2023,02:17:38,OK,OK,00:02:09,00:02:09,45.0,8.199999999999996,1.0
MatNr1,1633,PrMod2,TSys54,AB-3CD-1,09.12.2023,02:40:37,OK,OK,00:01:58,00:01:58,40.0,7.799999999999997,0.0
MatNr2,1634,PrMod3,TSys27,AB-3CD-9,09.12.2023,03:05:59,OK,OK,00:01:57,00:01:57,49.0,7.499999999999998,0.0
MatNr2,1635,PrMod3,TSys32,AB-3CD-6,09.12.2023,03:30:16,OK,OK,00:01:23,00:01:23,62.0,7.799999999999997,2.0
MatNr3,1636,PrMod1,TSys54,AB-2CD-2,09.12.2023,03:52:24,OK,OK,00:01:57,00:01:57,55.0,8.299999999999995,2.0
MatNr2,1637,PrMod2,TSys54,AB-2CD-3,09.12.2023,04:17:33,OK,OK,00:02:26,00:02:26,69.0,17.89999999999999,2.0
MatNr1,1638,PrMod1,TSys54,AB-1CD-4,09.12.2023,04:41:39,OK,OK,00:01:55,00:01:55,69.0,16.799999999999994,0.0
MatNr1,1639,PrMod3,TSys27,AB-1CD-0,09.12.2023,05:05:58,OK,OK,00:02:14,00:02:14,49.0,15.899999999999997,2.0
MatNr3,1640,PrMod2,TSys32,AB-1CD-3,09.12.2023,05:27:17,OK,OK,00:02:06,00:02:06,44.0,16.599999999999994,2.0
MatNr1,1641,PrMod2,TSys32,AB-3CD-7,09.12.2023,05:47:49,OK,OK,00:01:53,00:01:53,54.0,8.799999999999994,0.0
MatNr1,1642,PrMod1,TSys54,AB-3CD-8,09.12.2023,06:17:27,OK,OK,00:01:36,00:01:36,68.0,18.499999999999982,1.0
MatNr3,1643,PrMod4,TSys27,AB-3CD-6,09.12.2023,06:43:50,OK,OK,00:02:04,00:02:04,60.0,7.899999999999997,2.0
MatNr2,1644,PrMod2,TSys27,AB-3CD-1,09.12.2023,07:07:18,OK,OK,00:02:14,00:02:14,56.0,16.399999999999995,1.0
MatNr2,1645,PrMod3,TSys54,AB-2CD-8,09.12.2023,07:31:18,OK,OK,00:01:49,00:01:49,54.0,7.199999999999999,0.0
MatNr2,1646,PrMod4,TSys32,AB-1CD-8,09.12.2023,07:54:51,OK,OK,00:01:57,00:01:57,63.0,18.599999999999987,1.0
MatNr2,1647,PrMod2,TSys32,AB-3CD-5,09.12.2023,08:18:29,OK,OK,00:02:43,00:02:43,47.0,18.399999999999988,1.0
MatNr2,1648,PrMod1,TSys54,AB-2CD-6,09.12.2023,08:43:19,angel_to_wide,Tolerance_violence,00:01:44,00:01:44,58.0,19.899999999999984,1.0
MatNr2,1648,PrMod1,TSys54,AB-2CD-6,09.12.2023,08:47:13,OK,OK,00:02:00,00:02:00,58.0,19.899999999999984,1.0
MatNr2,1648,PrMod1,TSys54,AB-2CD-6,09.12.2023,08:50:42,OK,OK,00:01:48,00:01:48,58.0,19.899999999999984,1.0
MatNr1,1649,PrMod2,TSys32,AB-3CD-5,09.12.2023,09:12:13,OK,OK,00:02:03,00:02:03,63.0,17.199999999999992,1.0
MatNr3,1650,PrMod1,TSys54,AB-1CD-6,09.12.2023,09:36:14,OK,OK,00:01:58,00:01:58,48.0,9.59999999999999,2.0
MatNr3,1651,PrMod1,TSys27,AB-3CD-5,09.12.2023,09:59:10,OK,OK,00:01:46,00:01:46,50.0,17.59999999999999,1.0
MatNr2,1652,PrMod1,TSys54,AB-3CD-1,09.12.2023,10:19:33,OK,OK,00:01:48,00:01:48,56.0,17.099999999999994,0.0
MatNr3,1653,PrMod3,TSys32,AB-2CD-7,09.12.2023,10:43:54,OK,OK,00:01:42,00:01:42,46.0,19.899999999999984,2.0
MatNr3,1654,PrMod3,TSys32,AB-1CD-3,09.12.2023,11:06:59,OK,OK,00:02:12,00:02:12,49.0,8.399999999999995,2.0
MatNr3,1655,PrMod4,TSys54,AB-3CD-5,09.12.2023,11:30:19,OK,OK,00:01:47,00:01:47,56.0,8.58,2.0
MatNr3,1656,PrMod4,TSys54,AB-2CD-8,09.12.2023,11:54:13,OK,OK,00:01:54,00:01:54,43.0,7.799999999999997,0.0
MatNr1,1657,PrMod1,TSys54,AB-1CD-5,09.12.2023,12:15:32,OK,OK,00:02:20,00:02:20,61.0,18.399999999999988,0.0
MatNr1,1658,PrMod1,TSys27,AB-2CD-3,09.12.2023,12:38:10,OK,OK,00:02:47,00:02:47,67.0,7.599999999999998,1.0
MatNr1,1659,PrMod2,TSys27,AB-1CD-5,09.12.2023,13:04:04,OK,OK,00:01:57,00:01:57,49.0,16.099999999999994,0.0
MatNr1,1660,PrMod3,TSys32,AB-2CD-7,09.12.2023,13:28:03,OK,OK,00:01:55,00:01:55,59.0,7.499999999999998,1.0
MatNr1,1661,PrMod3,TSys32,AB-2CD-2,09.12.2023,13:51:48,OK,OK,00:02:31,00:02:31,42.0,15.799999999999995,2.0
MatNr2,1662,PrMod2,TSys32,AB-3CD-3,09.12.2023,14:16:05,OK,OK,00:02:13,00:02:13,68.0,8.699999999999994,0.0
MatNr1,1663,PrMod1,TSys27,AB-1CD-1,09.12.2023,14:38:54,OK,OK,00:02:06,00:02:06,45.0,8.899999999999993,1.0
MatNr1,1664,PrMod4,TSys54,AB-2CD-6,09.12.2023,15:00:39,OK,OK,00:01:36,00:01:36,40.0,16.199999999999996,0.0
MatNr1,1665,PrMod2,TSys54,AB-3CD-6,09.12.2023,15:24:29,OK,OK,00:01:40,00:01:40,60.0,9.79999999999999,2.0
MatNr2,1666,PrMod4,TSys32,AB-1CD-6,09.12.2023,15:49:46,OK,OK,00:01:45,00:01:45,42.0,8.699999999999994,0.0
MatNr2,1667,PrMod4,TSys32,AB-1CD-5,09.12.2023,16:11:34,OK,OK,00:01:46,00:01:46,61.0,19.599999999999984,2.0
MatNr1,1668,PrMod1,TSys27,AB-3CD-6,09.12.2023,16:35:25,OK,OK,00:01:54,00:01:54,47.0,9.199999999999992,2.0
MatNr1,1669,PrMod2,TSys32,AB-3CD-5,09.12.2023,16:57:07,OK,OK,00:02:32,00:02:32,52.0,7.199999999999999,2.0
MatNr3,1670,PrMod1,TSys54,AB-2CD-3,09.12.2023,17:21:05,OK,OK,00:01:29,00:01:29,49.0,7.499999999999998,1.0
MatNr1,1671,PrMod2,TSys32,AB-1CD-8,09.12.2023,17:46:34,OK,OK,00:02:05,00:02:05,49.0,15.899999999999997,1.0
MatNr1,1672,PrMod3,TSys27,AB-2CD-2,09.12.2023,18:09:11,OK,OK,00:02:00,00:02:00,63.0,15.999999999999996,2.0
MatNr1,1673,PrMod4,TSys54,AB-3CD-8,09.12.2023,18:32:49,OK,OK,00:01:47,00:01:47,63.0,8.799999999999994,1.0
MatNr2,1674,PrMod2,TSys27,AB-2CD-2,09.12.2023,18:56:14,OK,OK,00:02:18,00:02:18,54.0,17.39999999999999,2.0
MatNr2,1675,PrMod4,TSys54,AB-2CD-6,09.12.2023,19:21:41,OK,OK,00:01:59,00:01:59,41.0,7.299999999999999,0.0
MatNr1,1676,PrMod3,TSys27,AB-3CD-0,09.12.2023,19:43:39,OK,OK,00:02:11,00:02:11,45.0,15.899999999999997,2.0
MatNr3,1677,PrMod1,TSys27,AB-3CD-3,09.12.2023,20:08:20,OK,OK,00:01:55,00:01:55,45.0,19.499999999999982,0.0
MatNr1,1678,PrMod2,TSys54,AB-3CD-9,09.12.2023,20:31:23,OK,OK,00:02:10,00:02:10,55.0,9.299999999999992,0.0
MatNr2,1679,PrMod2,TSys27,AB-2CD-7,09.12.2023,20:51:41,OK,OK,00:01:46,00:01:46,59.0,19.299999999999983,0.0
MatNr2,1680,PrMod2,TSys27,AB-2CD-7,09.12.2023,21:15:55,OK,OK,00:01:58,00:01:58,40.0,8.599999999999994,1.0
MatNr3,1681,PrMod4,TSys27,AB-1CD-3,09.12.2023,21:39:29,OK,OK,00:02:27,00:02:27,69.0,17.59999999999999,2.0
MatNr1,1682,PrMod4,TSys32,AB-3CD-7,09.12.2023,22:01:47,OK,OK,00:02:14,00:02:14,66.0,7.899999999999997,0.0
MatNr1,1683,PrMod1,TSys32,AB-1CD-6,09.12.2023,22:24:15,OK,OK,00:02:03,00:02:03,44.0,16.399999999999995,0.0
MatNr1,1684,PrMod1,TSys27,AB-2CD-1,09.12.2023,22:48:18,OK,OK,00:01:59,00:01:59,58.0,8.599999999999994,1.0
MatNr3,1685,PrMod1,TSys27,AB-3CD-9,09.12.2023,23:12:31,OK,OK,00:02:32,00:02:32,41.0,18.399999999999988,1.0
MatNr2,1686,PrMod3,TSys27,AB-1CD-3,09.12.2023,23:36:10,OK,OK,00:01:59,00:01:59,55.0,16.499999999999993,1.0
MatNr2,1687,PrMod2,TSys32,AB-2CD-2,10.12.2023,00:06:53,OK,OK,00:02:09,00:02:09,42.0,18.099999999999987,1.0
MatNr1,1688,PrMod1,TSys32,AB-2CD-6,10.12.2023,00:28:56,OK,OK,00:01:35,00:01:35,53.0,9.199999999999992,0.0
MatNr1,1689,PrMod3,TSys27,AB-2CD-7,10.12.2023,00:52:55,OK,OK,00:01:41,00:01:41,58.0,16.999999999999993,1.0
MatNr1,1690,PrMod4,TSys54,AB-2CD-5,10.12.2023,01:21:42,OK,OK,00:01:29,00:01:29,51.0,18.599999999999987,1.0
MatNr2,1691,PrMod3,TSys54,AB-2CD-0,10.12.2023,01:42:25,OK,OK,00:02:05,00:02:05,44.0,19.399999999999984,1.0
MatNr3,1692,PrMod2,TSys27,AB-2CD-8,10.12.2023,02:04:33,OK,OK,00:02:02,00:02:02,51.0,8.699999999999994,2.0
MatNr1,1693,PrMod2,TSys54,AB-3CD-6,10.12.2023,02:28:56,OK,OK,00:02:06,00:02:06,46.0,16.499999999999993,1.0
MatNr3,1694,PrMod2,TSys54,AB-1CD-1,10.12.2023,02:54:27,OK,OK,00:02:44,00:02:44,41.0,8.099999999999996,2.0
MatNr2,1695,PrMod2,TSys27,AB-3CD-3,10.12.2023,03:18:28,OK,OK,00:02:09,00:02:09,47.0,15.0,1.0
MatNr2,1696,PrMod2,TSys32,AB-2CD-3,10.12.2023,03:39:51,OK,OK,00:02:14,00:02:14,47.0,15.599999999999998,1.0
MatNr3,1697,PrMod3,TSys54,AB-2CD-1,10.12.2023,03:59:48,OK,OK,00:02:08,00:02:08,50.0,15.1,2.0
MatNr3,1698,PrMod1,TSys32,AB-3CD-8,10.12.2023,04:25:42,OK,OK,00:01:52,00:01:52,40.0,9.499999999999991,1.0
MatNr2,1699,PrMod3,TSys27,AB-1CD-8,10.12.2023,04:47:43,OK,OK,00:02:08,00:02:08,64.0,9.499999999999991,1.0
MatNr2,1700,PrMod1,TSys32,AB-3CD-5,10.12.2023,05:11:10,OK,OK,00:01:44,00:01:44,58.0,17.29999999999999,0.0
MatNr1,1701,PrMod4,TSys27,AB-3CD-7,10.12.2023,05:30:48,OK,OK,00:01:59,00:01:59,67.0,7.699999999999997,2.0
MatNr2,1702,PrMod4,TSys54,AB-3CD-6,10.12.2023,05:53:23,OK,OK,00:01:45,00:01:45,69.0,7.899999999999997,1.0
MatNr3,1703,PrMod3,TSys27,AB-1CD-6,10.12.2023,06:14:35,OK,OK,00:01:53,00:01:53,43.0,9.89999999999999,2.0
MatNr1,1704,PrMod1,TSys27,AB-1CD-0,10.12.2023,06:36:52,OK,OK,00:01:52,00:01:52,69.0,7.199999999999999,0.0
MatNr2,1705,PrMod4,TSys54,AB-1CD-7,10.12.2023,07:02:11,OK,OK,00:02:01,00:02:01,61.0,7.199999999999999,1.0
MatNr2,1706,PrMod1,TSys32,AB-1CD-5,10.12.2023,07:25:51,OK,OK,00:02:08,00:02:08,54.0,16.399999999999995,1.0
